Geography2,CalendarYear2,Water_System,PWSID_Number,Mean_Concentration,Concentration_Unit,People_Served,County_Code2
Warren,2009,SOUTHWEST WARREN CO MUN A,PA6620032,1,µg/L,"1,034",123
Warren,2009,CHANDLERS VALLEY MHP,PA6620043,0.5,µg/L,50,123
Warren,2009,VALLEY VIEW VILLAGE MHP,PA6620005,0.5,µg/L,75,123
Warren,2009,MIRACLE MOUNTAIN RANCH,PA6620371,0.5,µg/L,74,123
Warren,2009,WARREN STATE HOSPITAL,PA6620034,0.5,µg/L,"1,300",123
Warren,2009,PLEASANT VALLEY MHP,PA6620038,0.5,µg/L,210,123
Warren,2009,SHEFFIELD TWP MUNICIPAL A,PA6620031,1,µg/L,"1,075",123
Warren,2009,PA AMERICAN WATER CO WARR,PA6620020,0.7,µg/L,"13,202",123
Warren,2009,WILDERNESS MHP,PA6620019,0.5,µg/L,250,123
Warren,2009,PINE GROVE TWP WATER SYST,PA6620029,0.5,µg/L,640,123
Warren,2009,NORTH WARREN MUNI AUTHORI,PA6620028,0.5,µg/L,"1,400",123
Warren,2009,WEST SHEFFIELD WATER ASSN,PA6620007,0.5,µg/L,225,123
Warren,2009,AQUA PA CLARENDON,PA6620021,1.6,µg/L,800,123
Warren,2009,MASONS MOBILE CITY SOUTH,PA6620833,2.33,µg/L,100,123
Warren,2009,YOUNGSVILLE MUN WATERWORK,PA6620039,2.5,µg/L,"2,100",123
Washington,2009,ELLSWORTH BORO WATER DEPT,PA5630044,0.5,µg/L,"1,250",125
Washington,2009,MARIANNA MUNI WATER WORKS,PA5630050,0.7,µg/L,620,125
Washington,2009,TRI CNTY JT MUNI AUTH,PA5630045,0.7,µg/L,"10,100",125
Washington,2009,BENTLEYVILLE MUNI AUTH,PA5630030,0.5,µg/L,"2,600",125
Washington,2009,AUTH OF BORO OF CHARLEROI,PA5630039,0.5,µg/L,"29,330",125
Wayne,2009,SALEM HEIGHTS ESTATES,PA2640054,0.25,µg/L,62,127
Wayne,2009,ORCHARD GROVE MHP,PA2640299,0.25,µg/L,66,127
Wayne,2009,AQUA PA WATER CO HAWLEY,PA2640028,2.43,µg/L,"1,800",127
Wayne,2009,WOODLAND HILLS,PA2640051,0.25,µg/L,320,127
Wayne,2009,CANAL MOBILE HOME PARK,PA2640012,1.5,µg/L,200,127
Wayne,2009,HIMALAYAN INSTITUTE,PA2640057,2.63,µg/L,124,127
Wayne,2009,INDIAN ROCKS POA,PA2640047,0.74,µg/L,"1,100",127
Wayne,2009,ARNOLD APARTMENTS,PA2640042,0.25,µg/L,44,127
Wayne,2009,AQUA PA WATER CO SCI WAYM,PA2640020,2.5,µg/L,"3,200",127
Wayne,2009,MOUNTAIN CREST DEVELOPMEN,PA2640056,0.7,µg/L,44,127
Wayne,2009,HIGHLAND FIELDS,PA2640053,1.1,µg/L,61,127
Wayne,2009,AQUA PA HONESDALE,PA2640018,8.55,µg/L,"5,500",127
Wayne,2009,LAKE WALLENPAUPACK SANDY,PA2640023,0.65,µg/L,500,127
Wayne,2009,HAMLIN WATER COMPANY,PA2640044,0.7,µg/L,400,127
Wayne,2009,RYAN HILL DEVELOPMENT,PA2640050,0.7,µg/L,75,127
Wayne,2009,COBBS LAKE PRESERVE,PA2640066,0.25,µg/L,200,127
Wayne,2009,THE DEVEREUX FOUNDATION,PA2640014,0.7,µg/L,89,127
Wayne,2009,ROAMINGWOOD SEWER AND WAT,PA2640025,1.3,µg/L,"7,105",127
Wayne,2009,HOLLISTER HEIGHTS MHP,PA2640064,0.25,µg/L,60,127
Wayne,2009,AQUA PA WAYNE COUNTY PRIS,PA2640031,2.7,µg/L,160,127
Wayne,2009,LAKESIDE MOBILE HOME PARK,PA2640008,3,µg/L,48,127
Wayne,2009,AQUA PA WATER CO  WAYMART,PA2640032,1.9,µg/L,"1,100",127
Wayne,2009,SUNRISE TERRACE MOBILE HO,PA2640004,4.75,µg/L,144,127
Wayne,2009,WALLENPAUPACK LAKE ESTATE,PA2640036,1.86,µg/L,"2,200",127
Wayne,2009,PAUPACKAN LAKE ESTATES,PA2640048,0.8,µg/L,800,127
Wayne,2009,CHERRY HILL MOBILE HOME C,PA2640024,0.25,µg/L,86,127
Wayne,2009,HOLIDAY PARK,PA2640010,0.25,µg/L,100,127
Wayne,2009,BETHANY VILLAGE,PA2640065,1.8,µg/L,99,127
Wayne,2009,NEVILLES MOBILE HOME COUR,PA2640006,0.7,µg/L,85,127
Wayne,2009,PINE GROVE ESTATES,PA2640049,2.35,µg/L,263,127
Wayne,2009,PARADISE POINT,PA2640052,1.1,µg/L,300,127
Wayne,2009,BRIGHTEN AT JULIA RIBAUDO,PA2640046,0.8,µg/L,200,127
Wayne,2009,AQUA PA GOULDSBORO,PA2640022,0.7,µg/L,350,127
Wayne,2009,HILLTOP VILLAGE ASSOCIATI,PA2640019,2.73,µg/L,86,127
Wayne,2009,BUCKINGHAM ESTATES,PA2640063,0.25,µg/L,57,127
Wayne,2009,WOODLYN RESIDENCES,PA2640055,0.25,µg/L,35,127
Wayne,2009,PORT FLORENCE DEVELOPMENT,PA2640015,0.7,µg/L,29,127
Westmoreland,2009,HIGHRIDGE WATER AUTH,PA5650069,0.5,µg/L,"12,000",129
Westmoreland,2009,LITTLE ACRES MHP,PA5650012,1,µg/L,51,129
Westmoreland,2009,NEW FLORENCE WATER AUTH,PA5650068,0.5,µg/L,"1,170",129
Westmoreland,2009,SUN DIAL VILLAGE MHP,PA5650017,1,µg/L,101,129
Westmoreland,2009,PINE GARDEN APARTMENTS,PA5650026,0.7,µg/L,40,129
Westmoreland,2009,TORRANCE STATE HOSPITAL,PA5650036,0.5,µg/L,870,129
Westmoreland,2009,YOUNGSTOWN BORO MUNI AUTH,PA5650081,1,µg/L,"2,715",129
Westmoreland,2009,FAIRFIELD MANOR MHP,PA5650098,0.6,µg/L,105,129
Westmoreland,2009,HILLVIEW ESTATES,PA5650095,4,µg/L,50,129
Westmoreland,2009,MEADOWS MOBILE HOME PARK,PA5650042,0.5,µg/L,250,129
Westmoreland,2009,MAWC FURNACE RUN,PA5650031,0.5,µg/L,"3,100",129
Westmoreland,2009,DERRY BORO MUNI AUTH,PA5650049,1,µg/L,"6,500",129
Westmoreland,2009,NEW KENSINGTON MUNI AUTH,PA5650070,0.5,µg/L,"47,800",129
Westmoreland,2009,PINEVIEW MANOR MHP,PA5650021,1,µg/L,136,129
Westmoreland,2009,WOODLAWN MHP,PA5650056,1,µg/L,34,129
Westmoreland,2009,WATERFORD WATERWORKS,PA5650037,1,µg/L,500,129
Westmoreland,2009,LIGONIER TWP MUNI AUTH,PA5650080,1,µg/L,"2,922",129
Westmoreland,2009,LATROBE MUNI AUTH,PA5650060,1,µg/L,"30,000",129
Westmoreland,2009,WESTMD MUN AUTH-SWEENEY P,PA5650032,0.5,µg/L,"140,000",129
Wyoming,2009,MESHOPPEN BOROUGH WATER C,PA2660010,1.6,µg/L,500,131
Wyoming,2009,BUNKER HILL WATER CO,PA2660018,1.4,µg/L,165,131
Wyoming,2009,OAKWOOD LAKE VILLAGE,PA2660031,2,µg/L,273,131
Wyoming,2009,MAPLE WOOD HEIGHTS,PA2660034,2.6,µg/L,35,131
Wyoming,2009,AQUA PA FACTORYVILLE,PA2660036,0.7,µg/L,550,131
Wyoming,2009,COOKS MHP,PA2660027,4,µg/L,99,131
Wyoming,2009,TERRACE VIEW WATER ASSOC,PA2660049,2.9,µg/L,45,131
Wyoming,2009,AQUA PA RIVERCREST,PA2660017,5.81,µg/L,538,131
Wyoming,2009,LACEYVILLE WATER CO,PA2660019,3,µg/L,476,131
Wyoming,2009,MT AIRY LAKEVIEW ESTATES,PA2660023,1.5,µg/L,35,131
Wyoming,2009,WESTGATE WATER SYSTEM,PA2660015,3.3,µg/L,150,131
Wyoming,2009,AQUA PA WASHINGTON PARK,PA2660016,3.28,µg/L,300,131
Wyoming,2009,MESHOPPEN TOWNHOUSE APTS,PA2660044,0.7,µg/L,69,131
Wyoming,2009,OLD ORCHARD APTS,PA2660043,0.7,µg/L,40,131
Wyoming,2009,EATON SEWER & WATER CO,PA2660039,6.1,µg/L,245,131
Wyoming,2009,TUNKHANNOCK BORO MUNIC AU,PA2660014,3.68,µg/L,"2,240",131
Wyoming,2009,FREEMANS MHP,PA2660037,0.7,µg/L,100,131
Wyoming,2009,WINOLA WATER CO,PA2660004,1.5,µg/L,130,131
Wyoming,2009,COPPER KETTLE MHP,PA2660008,5,µg/L,62,131
Wyoming,2009,MEHOOPANY TWP MUNICIPAL A,PA2660020,1.7,µg/L,100,131
Wyoming,2009,VILLAGE OF MT HEIGHTS,PA2660035,8.37,µg/L,54,131
Wyoming,2009,UNITED WATER PA NOXEN,PA2660012,7,µg/L,315,131
Wyoming,2009,NICHOLSON BORO AUTH,PA2660011,0.5,µg/L,584,131
Wyoming,2009,WHITES FERRY ROAD APTS,PA2660042,6,µg/L,44,131
Wyoming,2009,WINOLA VIEW APTS,PA2660047,0.7,µg/L,25,131
Wyoming,2009,HORIZON WATER ASSOC,PA2660048,0.7,µg/L,75,131
York,2009,AMBER HILL MHP,PA7670125,0.5,µg/L,80,133
York,2009,SHALAKO RUN MHP,PA7670034,1.5,µg/L,125,133
York,2009,YORK WATER CO,PA7670100,0.5,µg/L,"159,623",133
York,2009,PARADISE MHP,PA7670036,0.7,µg/L,280,133
York,2009,COLLINSVILLE MHP,PA7670067,1.5,µg/L,28,133
York,2009,LAURELWOOD MHP,PA7670027,0.7,µg/L,50,133
York,2009,DELTA BORO WATER SYS,PA7670070,0.9,µg/L,"1,300",133
York,2009,STEWARTSTOWN BORO WATER A,PA7670062,0.5,µg/L,"4,134",133
York,2009,ORCHARD HILLS ASSOC MHP,PA7670108,0.7,µg/L,50,133
York,2009,CRALEY MHP,PA7670038,0.5,µg/L,35,133
York,2009,MOUNTAIN VIEW TERRACE,PA7670025,2.43,µg/L,350,133
York,2009,DOVER TWP WATER SYS,PA7670073,0.5,µg/L,"14,640",133
York,2009,OAKWOOD HEIGHTS MHP,PA7670114,0.7,µg/L,85,133
York,2009,WINDSOR BORO WATER AUTH,PA7670065,0.7,µg/L,"1,331",133
York,2009,NEW LIFE FOR GIRLS,PA7670122,3.5,µg/L,80,133
York,2009,GOLDSBORO BORO WATER CO,PA7670131,4.3,µg/L,450,133
York,2009,COUNTRYVIEW MHP,PA7670129,10.4,µg/L,150,133
York,2009,NEW FREEDOM BORO WATER AU,PA7670082,0.5,µg/L,"3,500",133
York,2009,MOUNT AIRY MHP,PA7670112,0.7,µg/L,50,133
York,2009,LIBERTY VILLAGE,PA7670136,3.4,µg/L,40,133
York,2009,LOCUST MANOR MHP,PA7670022,4.3,µg/L,65,133
York,2009,WHISPERING PINES MHP,PA7670110,0.5,µg/L,97,133
York,2009,DOVER BORO WATER SYS,PA7670072,2.33,µg/L,"1,900",133
York,2009,FRANKLINTOWN BORO MUNI AU,PA7670113,3.4,µg/L,705,133
York,2009,RED LION,PA7670086,0.7,µg/L,"13,430",133
York,2009,WEST MANCHESTER TWP AUTH,PA7670101,3.19,µg/L,"9,800",133
York,2009,WEBBS MHP,PA7670066,0.7,µg/L,45,133
York,2009,J & A MHP,PA7670003,0.7,µg/L,140,133
York,2009,ZEIGLER MHP,PA7670096,0.7,µg/L,43,133
York,2009,NEWBERRY SYS,PA7670061,2.3,µg/L,"4,926",133
York,2009,SHREWSBURY MUNICIPAL WATE,PA7670088,0.7,µg/L,"4,584",133
York,2009,BROOKHAVEN MHP,PA7670098,2.5,µg/L,350,133
York,2009,GLEN ROCK WATER AUTH,PA7670050,0.5,µg/L,"2,100",133
York,2009,HEIDELBERG WATER COOP ASS,PA7670051,0.5,µg/L,90,133
York,2009,NEWBERRY FARMS COMM WATER,PA7670111,2.5,µg/L,350,133
York,2009,CONEWAGO VALLEY MHP,PA7670021,0.5,µg/L,225,133
York,2009,DILLSBURG AREA AUTHORITY,PA7670071,0.7,µg/L,"5,890",133
York,2009,NEWBERRY EST,PA7670119,0.7,µg/L,420,133
York,2009,DEERFIELD VILLAGE MHP,PA7670040,0.7,µg/L,100,133
York,2009,MEADOWBROOK MHP,PA7670024,0.7,µg/L,330,133
York,2009,JAMES DORWART APTS,PA7670138,0.5,µg/L,226,133
York,2009,LLEWELLYNS MHP,PA7670006,0.5,µg/L,250,133
York,2009,MARGARETTA MHP,PA7670105,0.7,µg/L,165,133
York,2009,NORTHWOOD MANOR MHP,PA7670102,2.5,µg/L,230,133
York,2009,WALMAR MANOR MHP,PA7670005,0.5,µg/L,400,133
York,2009,DALLASTOWN YOE WATER AUTH,PA7670085,0.7,µg/L,"12,000",133
York,2009,STONEY RUN APT,PA7670128,6,µg/L,40,133
York,2009,RESTLESS OAKS VILLAGE MHP,PA7670041,0.7,µg/L,76,133
York,2009,AUDUBON PARK,PA7670121,1.5,µg/L,110,133
Adams,2008,ARENDTSVILLE MUNI WATER S,PA7010001,1.5,µg/L,850,1
Adams,2008,GETTYSBURG MUNI AUTH,PA7010019,0.7,µg/L,"11,500",1
Adams,2008,NEW OXFORD MUNI AUTH,PA7010025,6,µg/L,"4,519",1
Adams,2008,PA AMER WATER CO LAKE HER,PA7010035,2,µg/L,"1,542",1
Allegheny,2008,MONROEVILLE MUNICIPAL AUT,PA5020027,0.5,µg/L,"29,169",3
Allegheny,2008,PLUM BORO MUNI AUTH,PA5020041,0.5,µg/L,"25,500",3
Allegheny,2008,FOX CHAPEL AUTH,PA5020040,0.5,µg/L,"16,000",3
Allegheny,2008,OAKMONT BORO MUNI AUTH,PA5020036,0.5,µg/L,"37,851",3
Allegheny,2008,MOON TWP MUNI AUTH,PA5020011,0.5,µg/L,"23,510",3
Allegheny,2008,EDGEWORTH BORO MUNI AUTH,PA5020015,1.5,µg/L,"5,000",3
Allegheny,2008,PA AMER WATER CO-PITTSBUR,PA5020039,1,µg/L,"660,000",3
Allegheny,2008,RICHLAND TWP MUNI AUTH,PA5020018,0.7,µg/L,"8,994",3
Allegheny,2008,WILKINSBURG-PENN JT WATER,PA5020056,0.5,µg/L,"120,000",3
Allegheny,2008,OAKDALE BORO WATER DEPT,PA5020067,1,µg/L,"1,551",3
Allegheny,2008,ALEPPO TWP AUTH,PA5020070,0.7,µg/L,"1,350",3
Allegheny,2008,HARRISON TWP WATER AUTH,PA5020108,0.5,µg/L,"10,934",3
Allegheny,2008,TARENTUM BORO WATER DEPT,PA5020055,0.7,µg/L,"4,700",3
Allegheny,2008,PITTSBURGH WATER & SEWER,PA5020038,0.5,µg/L,"250,000",3
Allegheny,2008,W ALLEGHENY CNTY MUNI AUT,PA5020034,1,µg/L,"12,502",3
Allegheny,2008,WEST CNTY MUNI AUTH-MCKEE,PA5020025,0.7,µg/L,"33,000",3
Allegheny,2008,FINDLAY TWP MUNICIPAL AUT,PA5020078,0.7,µg/L,"5,145",3
Allegheny,2008,WEST VIEW BORO MUNI AUTH,PA5020043,0.7,µg/L,"200,000",3
Allegheny,2008,CENTURY TOWNHOMES ASSN,PA5020020,1,µg/L,"1,300",3
Allegheny,2008,SHALER TWP WATER DEPT,PA5020019,0.5,µg/L,"29,757",3
Allegheny,2008,RESERVE TWP WATER DEPT,PA5020047,0.5,µg/L,"3,856",3
Allegheny,2008,NEVILLE TWP WATER DEPT,PA5020029,0.7,µg/L,"1,200",3
Allegheny,2008,FAWN FRAZER JT WATER AUTH,PA5020076,0.5,µg/L,"4,504",3
Allegheny,2008,DUQUESNE WATER DEPT,PA5020012,0.7,µg/L,"7,000",3
Allegheny,2008,EAST DEER TWP WATER DEPT,PA5020013,0.7,µg/L,"1,500",3
Allegheny,2008,BRADDOCK BORO WATER AUTH,PA5020007,0.5,µg/L,"2,500",3
Allegheny,2008,BRACKENRIDGE BORO WATER D,PA5020006,0.5,µg/L,"3,543",3
Allegheny,2008,ASPINWALL BORO WATER DEPT,PA5020003,0.5,µg/L,"2,960",3
Allegheny,2008,BLAWNOX BORO WATER DEPT,PA5020004,0.5,µg/L,"1,700",3
Allegheny,2008,ROBINSON TWP MUNI AUTH,PA5020045,0.7,µg/L,"12,289",3
Armstrong,2008,BRADYS BEND WATER & SEW A,PA5030037,1.5,µg/L,300,5
Armstrong,2008,PA-AMERICAN WATER CO-KITT,PA5030008,0.7,µg/L,"6,200",5
Armstrong,2008,PARKS TWP MUNI AUTH,PA5030025,0.5,µg/L,"1,400",5
Armstrong,2008,PARKER AREA WATER AUTH,PA5030011,0.5,µg/L,900,5
Armstrong,2008,MAHONING TWP MUNI AUTH,PA5030024,1.5,µg/L,900,5
Armstrong,2008,GILPIN TWP MUNI AUTH,PA5030010,0.5,µg/L,"2,050",5
Beaver,2008,NORTH SEWICKLEY MUN WATER,PA5040010,0.5,µg/L,"4,619",7
Beaver,2008,AMBRIDGE WATER AUTH,PA5040008,1.5,µg/L,"17,832",7
Beaver,2008,BEAVER FALLS MUNI AUTH,PA5040012,0.5,µg/L,"40,864",7
Beaver,2008,NEW SEWICKLEY TWP MUNI AU,PA5040085,0.5,µg/L,"1,549",7
Beaver,2008,BOROUGH OF CONWAY,PA5040022,0.5,µg/L,"2,290",7
Beaver,2008,MIDLAND BORO MUNI AUTH,PA5040038,0.5,µg/L,"3,194",7
Beaver,2008,SHIPPINGPORT BORO WATER S,PA5040086,0.5,µg/L,218,7
Beaver,2008,BADEN BORO WATER DEPT,PA5040080,1.5,µg/L,"4,377",7
Beaver,2008,OHIOVILLE BORO MUNI AUTH,PA5040044,0.5,µg/L,"2,650",7
Beaver,2008,MARION TWP WATER SYS,PA5040087,0.7,µg/L,220,7
Bedford,2008,BEDFORD BORO WATER AUTH,PA4050002,1,µg/L,"5,127",9
Bedford,2008,RAINSBURG WATER PROJECT,PA4050032,1,µg/L,225,9
Bedford,2008,CRESTVIEW MHP,PA4050007,12.75,µg/L,100,9
Bedford,2008,EVITTS CREEK WATER CO,PA4050028,1,µg/L,100,9
Bedford,2008,CENTERVILLE MUNI WATER AU,PA4050027,1,µg/L,114,9
Bedford,2008,SAXTON MUNI WATER AUTH,PA4050021,1,µg/L,"1,000",9
Bedford,2008,HYNDMAN BORO WATER DEPT,PA4050003,1,µg/L,"1,005",9
Berks,2008,PAW GOLDEN OAKS,PA3060126,0.7,µg/L,95,11
Berks,2008,WESTERN BERKS WATER AUTH,PA3060066,0.25,µg/L,"25,000",11
Berks,2008,WEST READING BORO WATER,PA3060078,0.25,µg/L,"4,300",11
Berks,2008,SHILLINGTON MUNI AUTH,PA3060067,0.25,µg/L,"12,853",11
Berks,2008,TOPTON BORO WATER SUPPLY,PA3060072,0.25,µg/L,"1,958",11
Berks,2008,PAW PENN DISTRICT,PA3060069,0.7,µg/L,"29,525",11
Berks,2008,FLEETWOOD BORO WATER SYS,PA3060029,0.7,µg/L,"4,218",11
Berks,2008,LAZY K CAMPGROUND,PA3060105,18.94,µg/L,75,11
Berks,2008,BOYERTOWN MUNI AUTH,PA3060081,0.25,µg/L,"7,100",11
Berks,2008,ONTELAUNEE TWP MUNI AUTH,PA3060098,0.7,µg/L,400,11
Berks,2008,HIGHLAND EST MHP,PA3060043,0.5,µg/L,"1,050",11
Berks,2008,WYOMISSING BORO WATER SYS,PA3060083,0.25,µg/L,"8,500",11
Berks,2008,BERN TWP MUNI AUTH,PA3060045,0.7,µg/L,"1,800",11
Berks,2008,BIRDSBORO MUNI WATER AUTH,PA3060010,0.7,µg/L,"5,403",11
Berks,2008,PAW GLEN ALSACE DIV,PA3060088,1.43,µg/L,"23,251",11
Berks,2008,READING AREA WATER AUTH,PA3060059,0.7,µg/L,"87,000",11
Berks,2008,MOHRSVILLE WATER ASSN,PA3060087,6.38,µg/L,375,11
Blair,2008,FREEDOM TWP WATER & SEWER,PA4070034,1,µg/L,"1,130",13
Blair,2008,ALTOONA WATER AUTHORITY,PA4070023,1,µg/L,"62,500",13
Blair,2008,BLAIR TWP WATER & SEWER A,PA4070011,1,µg/L,"2,550",13
Blair,2008,BELLWOOD BORO AUTH,PA4070009,1,µg/L,"3,162",13
Blair,2008,HOLLIDAYSBURG MUNI AUTH,PA4070017,1,µg/L,"8,523",13
Blair,2008,TYRONE BORO WATER AUTH,PA4070021,1,µg/L,"6,500",13
Blair,2008,BELLMEAD TOWNHOUSES,PA4070053,1,µg/L,100,13
Blair,2008,BELLEMEAD CIVIC ASSN INC,PA4070025,1,µg/L,340,13
Bucks,2008,LOWER BUCKS CO JOINT MUN,PA1090026,0.7,µg/L,"66,100",17
Bucks,2008,BCWSA FOX RUN PRESERVE,PA1090160,4.47,µg/L,378,17
Bucks,2008,BUCKS CO WATER AND SEWER,PA1090079,1.1,µg/L,"16,121",17
Bucks,2008,RICHLANDTOWN WATER DEPART,PA1090057,23.19,µg/L,"1,350",17
Bucks,2008,NESHAMINY MANOR CENTER,PA1090093,0.7,µg/L,"2,100",17
Bucks,2008,BERRY BROW,PA1090162,4.03,µg/L,285,17
Bucks,2008,BCWSA SOLEBURY,PA1090129,13.1,µg/L,"1,500",17
Bucks,2008,DOYLESTOWN TWP CEDAR CRES,PA1090158,0.5,µg/L,299,17
Bucks,2008,TRUMBAUERSVILLE MUN WATER,PA1090091,7.88,µg/L,"1,057",17
Bucks,2008,MORRISVILLE MUNIC AUTHORI,PA1090037,0.7,µg/L,"18,077",17
Bucks,2008,BCWSA THE WATER WORKS,PA1090130,7.5,µg/L,"1,790",17
Bucks,2008,FALLS TWP  WATER & SEWER,PA1090022,0.7,µg/L,"24,400",17
Bucks,2008,PERKASIE BOROUGH AUTHORIT,PA1090046,9.65,µg/L,"11,100",17
Bucks,2008,PLUMSTEAD TWP DURHAM RIDG,PA1090138,0.7,µg/L,714,17
Bucks,2008,PA AMERICAN WATER CO YARD,PA1090074,0.7,µg/L,"37,106",17
Bucks,2008,VILLAGE 2 COMMUNITY ASSOC,PA1090040,7.4,µg/L,650,17
Bucks,2008,WARWICK TWP WATER & SEWER,PA1090127,0.7,µg/L,"11,133",17
Bucks,2008,RICHLAND TOWNSHIP SB,PA1090131,9.51,µg/L,"3,958",17
Bucks,2008,RED CLIFF MOBILE HOME PAR,PA1090048,2.5,µg/L,30,17
Bucks,2008,DURHAM QUARTERS APTS,PA1090044,5.6,µg/L,25,17
Bucks,2008,AQUA PA BRISTOL,PA1090001,0.7,µg/L,"33,000",17
Bucks,2008,YORKSHIRE MEADOWS CONDO A,PA1090101,9.68,µg/L,90,17
Bucks,2008,BUCKS RUN APARTMENTS,PA1090017,0.7,µg/L,120,17
Bucks,2008,HILLTOWN TWP WATER&SEWER,PA1090117,6.4,µg/L,"5,415",17
Butler,2008,CRANBERRY TWP WTP,PA5100094,0.7,µg/L,"28,000",19
Butler,2008,SEVEN FIELDS BORO WATER D,PA5100135,0.7,µg/L,"2,400",19
Butler,2008,HARMONY BORO WATER AUTH,PA5100042,0.5,µg/L,"1,550",19
Butler,2008,PA AMERICAN WATER CO BUTL,PA5100012,0.7,µg/L,"41,912",19
Butler,2008,EVANS CITY BOROUGH,PA5100033,0.5,µg/L,"2,400",19
Butler,2008,ZELIENOPLE BORO WTP,PA5100093,0.7,µg/L,"4,123",19
Butler,2008,MUNICIPAL WATER AUTH ADAM,PA5100141,0.7,µg/L,"3,784",19
Cambria,2008,GALLITZIN BORO WATER AUTH,PA4110011,0.5,µg/L,"3,130",21
Cambria,2008,W CARROLL TWP W&S AUTH ST,PA4110061,0.7,µg/L,325,21
Cambria,2008,SOUTHWESTERN CAMBRIA CNTY,PA4110041,0.5,µg/L,"4,200",21
Cambria,2008,BLACKLICK VALLEY MUNI AUT,PA4110077,0.5,µg/L,"2,040",21
Cambria,2008,PORTAGE BORO MUNI AUTH,PA4110027,0.5,µg/L,"7,500",21
Cambria,2008,EBENSBURG BORO MUNI AUTH,PA4110009,0.5,µg/L,"6,000",21
Cambria,2008,WEST CARROLL W&S AUTH BAK,PA4110058,0.7,µg/L,905,21
Cambria,2008,CAMBRIA TWP WATER AUTH,PA4110006,1,µg/L,"1,050",21
Cambria,2008,HIGHLAND S & W AUTH BEAVE,PA4110017,0.5,µg/L,"26,210",21
Cambria,2008,NANTY GLO WATER AUTH,PA4110023,0.5,µg/L,"4,060",21
Cambria,2008,WATKINS AREA WATER AUTHOR,PA4110298,0.7,µg/L,200,21
Cambria,2008,EAST TAYLOR MUNI AUTH,PA4110043,0.5,µg/L,"3,200",21
Cambria,2008,CROYLE TWP WATER AUTH,PA4110299,0.5,µg/L,989,21
Cambria,2008,GREATER JOHNSTOWN WATER A,PA4110014,0.5,µg/L,"52,000",21
Cambria,2008,JACKSON TWP WATER AUTH,PA4110021,0.5,µg/L,"3,175",21
Cambria,2008,TRI TWP WATER AUTH,PA4110026,0.5,µg/L,"1,227",21
Cambria,2008,ADAMS TWP WATER AUTH,PA4110033,0.5,µg/L,"2,000",21
Cambria,2008,PATTON BORO WATER DEPT,PA4110024,0.7,µg/L,"2,250",21
Cameron,2008,EMPORIUM WATER COMPANY,PA6120002,0.7,µg/L,"3,660",23
Cameron,2008,DRIFTWOOD BOROUGH,PA6120001,1.5,µg/L,258,23
Carbon,2008,JIM THORPE BOROUGH WATER,PA3130044,0.7,µg/L,"2,274",25
Carbon,2008,NORTHSIDE HEIGHTS ESTATES,PA3130051,18.05,µg/L,350,25
Carbon,2008,BEAVER MEADOWS BOROUGH,PA3130002,0.5,µg/L,968,25
Carbon,2008,LEHIGHTON WATER AUTHORITY,PA3130009,0.7,µg/L,"9,000",25
Centre,2008,ROCKVIEW,PA4140098,1,µg/L,"2,761",27
Centre,2008,PA AMER WATER   PHILIPSBU,PA4140087,0.7,µg/L,"20,095",27
Centre,2008,STATE COLLEGE BORO WATER,PA4140096,1,µg/L,"47,000",27
Centre,2008,PINE GLEN WATER ASSOCIATI,PA4140102,0.2,µg/L,300,27
Centre,2008,MILLHEIM BOROUGH WATER CO,PA4140084,1,µg/L,780,27
Centre,2008,TROTTER FARMS,PA4140132,1,µg/L,70,27
Chester,2008,AQUA PA BEVERSREDE,PA1150155,0.7,µg/L,"3,100",29
Chester,2008,AQUA PA WEST CHESTER,PA1150098,0.7,µg/L,"35,000",29
Chester,2008,DOE RUN MOBILE HOME PARK,PA1150224,1.5,µg/L,25,29
Chester,2008,SPRING RUN ESTATES WTP,PA1150216,0.5,µg/L,450,29
Chester,2008,VALLEY SPRINGS WATER CO,PA1150185,0.7,µg/L,"1,500",29
Chester,2008,PA AMERICAN PHOENIXVILLE,PA1150206,0.7,µg/L,"1,930",29
Chester,2008,PA AMERICAN WATER COMPANY,PA1150166,1,µg/L,"44,000",29
Chester,2008,PHOENIXVILLE WATER DEPT,PA1150077,0.7,µg/L,"16,438",29
Chester,2008,WOODBROOKE WATER AUTHORIT,PA1150164,0.5,µg/L,100,29
Chester,2008,LONDON GROVE TWP MUN AUTH,PA1150165,0.7,µg/L,"2,626",29
Chester,2008,VALLEY CROSSING,PA1150197,0.7,µg/L,750,29
Chester,2008,PA AMERICAN COATESVILLE,PA1150106,0.7,µg/L,"35,600",29
Chester,2008,NOTTINGHAM MANOR M H  COU,PA1150177,3.3,µg/L,513,29
Chester,2008,Unknown,Unknown,0.7,µg/L,0,29
Clarion,2008,FARMINGTON TOWNSHIP,PA6160043,0.7,µg/L,916,31
Clarion,2008,HAWTHORN AREA WATER AUTHO,PA6160026,1.5,µg/L,"1,000",31
Clarion,2008,PA AMERICAN WATER CO CLAR,PA6160001,0.7,µg/L,"16,600",31
Clarion,2008,REDBANK VALLEY MUN AUTH,PA6160010,1.5,µg/L,"2,305",31
Clarion,2008,ST PETERSBURG MUNICIPAL W,PA6160013,0.5,µg/L,450,31
Clarion,2008,Unknown,Unknown,0.7,µg/L,0,31
Clearfield,2008,UNION TWP MUNICIPAL AUTHO,PA6170034,1,µg/L,450,33
